Photometry,Sector,Time,Value
TESS_18_0,All,1411.0685242458917,-737.3348212647543
TESS_18_0,All,1411.3985242458916,-3213.3592429129767
TESS_18_0,All,1411.7285242458915,-5318.784808821238
TESS_18_0,All,1412.0585242458915,-5861.523107797757
TESS_18_0,All,1412.3885242458914,-4533.140349799751
TESS_18_0,All,1412.7185242458913,-5029.934597929613
TESS_18_0,All,1413.0485242458913,-4264.861343486294
TESS_18_0,All,1413.3785242458912,-2058.9196423949447
TESS_18_0,All,1413.708524245891,-1450.243697130544
TESS_18_0,All,1414.038524245891,471.5271492565211
TESS_18_0,All,1414.368524245891,252.05084739930106
TESS_18_0,All,1414.698524245891,228.03361337989992
TESS_18_0,All,1415.0285242458908,1025.9851692529726
TESS_18_0,All,1415.3585242458907,378.47899151011956
TESS_18_0,All,1415.6885242458907,-114.28902951383547
TESS_18_0,All,1416.0185242458906,-150.63865542594155
TESS_18_0,All,1416.3485242458905,-281.8823528722625
TESS_18_0,All,1416.6785242458905,-906.3122360645696
TESS_18_0,All,1417.0085242458904,1924.5966179699274
TESS_18_0,All,1417.3385242458903,2359.4696963960505
TESS_18_0,All,1417.6685242458902,1517.718487039412
TESS_18_0,All,1417.9985242458902,1892.7352936668126
TESS_18_0,All,1418.32852424589,842.6688031991108
TESS_18_0,All,1421.2985242458894,-11207.19166372276
TESS_18_0,All,1421.6285242458894,30467.478895514214
TESS_18_0,All,1421.9585242458893,-10057.983190829478
TESS_18_0,All,1422.2885242458892,-11525.91560901948
TESS_18_0,All,1422.6185242458891,-5044.932771893864
TESS_18_0,All,1422.948524245889,1250.8972599923006
TESS_18_0,All,1423.278524245889,4758.655318071896
TESS_18_0,All,1423.608524245889,2701.265305581636
TESS_18_0,All,1424.5985242458887,9139.253331102958
TESS_18_0,All,1424.9285242458886,7355.149570882086
TESS_18_0,All,1425.2585242458886,1520.7457261253508
TESS_18_0,All,1425.5885242458885,-708.1244724018986
TESS_18_0,All,1425.9185242458884,-2044.3571423496817
TESS_18_0,All,1426.2485242458883,-3350.297467543846
TESS_18_0,All,1426.5785242458883,-2894.7899152566797
TESS_18_0,All,1426.9085242458882,-2152.615545683697
TESS_18_0,All,1427.2385242458881,-1956.1814341174304
TESS_18_0,All,1427.568524245888,-1279.537946099299
TESS_18_0,All,1427.898524245888,-829.5991559130796
