Photometry,Sector,RV group,Likelihood,Log S0,Log Q,Log w0,Offset,Inc - S0,Inc + S0,Inc - Q,Inc + Q,Inc - w0,Inc + w0,Inc - Offset,Inc + Offset,RMS
TESS_18_1,All,4525.58,163.0690040154592,-10.473572368796821,3.2393929300551614,5.703162305441008,-0.0929855559786873,0.29728687759198635,0.3185535170387581,0.7839513291581715,1.2046340477583959,0.028720227329673165,0.027822636876258855,0.021115108634117474,0.020769766862100816,0.06628275544239962
TESS_18_1,All,4787.42,127.29299252833431,-9.94776620379858,2.323149950292601,5.712461234758408,0.004315582539175455,0.22064100468246295,0.23629386629072968,0.39452130430050825,0.4845871116950864,0.023153331229314844,0.022626772632088787,0.01706326741217284,0.01707358368311379,0.05657611166517566
TESS_18_1,All,4828.73,776.3198670162164,-10.698847342851954,2.4173529782063214,5.727711159410326,0.029534949880722035,0.1319488150970063,0.14235707813723764,0.2904422745059603,0.3533702230210962,0.014741711885236874,0.01491535842330638,0.008178808793274407,0.008450690458343062,0.050326975617012194
TESS_18_1,All,4907.33,316.78465591435986,-11.052702954280662,3.21812062412254,5.7047940027288275,0.05236586314087313,0.2426019447391372,0.2564697688005708,0.471935281325222,0.5625613874070217,0.019048924597446337,0.018581334091479995,0.01257778824559673,0.012348092621820086,0.0597801763088413
TESS_18_1,All,4922.58,552.3508860514345,-11.067700933271869,2.994464711174021,5.767233312878792,0.06404709435013842,0.16324633072456152,0.17295058641909833,0.39536144979494736,0.5215654188479864,0.014252764128697137,0.013996861729772547,0.008751506633043776,0.008738162715275388,0.05844251529865746
TESS_18_19,All,544.4,159.15438520930306,-11.273065518286291,2.9580277196269766,5.72992525533708,-0.07933244243200738,0.33049785259768605,0.35247427887452787,0.5393702152123772,0.620479738951556,0.026740323802754595,0.026565205830618943,0.01470480415033415,0.014826086032122265,0.06059957403556767
TESS_18_19,All,780.71,44.30317647485829,-12.487306244825763,4.56132439517269,5.671086677320336,-0.06206379718503736,1.0739375710387353,0.9602708265311399,1.4036405125595026,1.7678533763356414,0.03268997881725966,0.02802576407884505,0.018264462778918043,0.017275181090551366,0.03985967409567335
TESS_18_19,All,799.71,72.56016454699812,-11.403554621277342,4.133791445294303,5.574738771355625,-0.06815381421551228,0.5631737077667793,0.6226317159940269,1.1376140161855246,1.42536971888335,0.035841286797972494,0.03570038816767962,0.019616234738779464,0.019544048931785817,0.04593902445703004
TESS_18_19,All,829.66,54.187065724902766,-10.784374977594707,3.3585193228293573,5.689635862039767,-0.20001274610283104,0.44676191551635647,0.5035879111183572,0.8646583520258901,1.2696349468617099,0.026293160317985453,0.026451663809950787,0.025974064320975376,0.026021137484818962,0.06642502330310654
TESS_18_19,All,851.32,124.49200484595652,-10.296822792183796,2.5500218567033466,5.631601138923536,-0.1331759409770697,0.3356175497033149,0.39153130144459425,0.6614246914245758,0.8274500648923984,0.04291635127234805,0.03987806464764798,0.023416909662870272,0.024350095692565965,0.052482781612024014
TESS_18_19,All,913.54,73.8271560267406,-11.916287330841993,4.308742361938773,5.679733940318531,-0.08446006551442092,0.5565830264035263,0.6124595095817398,1.1400428284728483,1.4525965307373374,0.022591800315129973,0.02313677467931541,0.015644176695276804,0.01574082199120304,0.04325364441051479
TESS_18_19,All,1131.79,54.56538117147679,-10.651007840359503,2.6193252556589073,5.639880450421305,0.00311000986129049,0.4458020544204988,0.5413060135577723,0.8306617591323715,1.151286107285503,0.04459977925737224,0.06968891062717919,0.02879612295976537,0.029406502176532737,0.03880032713024693
TESS_18_19,All,1170.7,60.07263039046148,-11.391437410957138,2.9729582280076903,5.618437324392433,0.01818578664330197,0.5785064206519834,0.7075362064909072,1.0335768699144734,1.3949157191703483,0.05454887873214176,0.052221853068337154,0.024054859434674548,0.02398513261956746,0.04095617068706333
TESS_18_19,All,1519.79,51.506085000422694,-10.864417767335826,2.9560903996858237,5.764925568315802,0.03618674170385476,0.4866103019641823,0.5652898479583719,0.9665879921350773,1.335971249869468,0.04991535513022427,0.04919968387058571,0.024870091794099228,0.024864725553341786,0.059310555757436566
TESS_18_19,All,1566.7,147.4768386858271,-10.963733331477643,1.922438706013849,5.599565717243085,0.14980712463112206,0.37517672933570445,0.4384391698887615,0.5955709208059343,0.7403019735218821,0.05546612834539655,0.05494075387215158,0.016560737658629338,0.016818008159468156,0.04493383989174951
TESS_18_19,All,1597.62,12.966923031542805,-11.70501397567055,3.5338858789776335,5.7036443427036865,0.08204192797385092,0.5606084805051594,0.6447445465212542,1.0816245464299272,1.3764696317787024,0.03903204569525087,0.036845002682642125,0.017369754368493542,0.01882655743400989,0.02237438390030092
TESS_18_19,All,2569.81,26.54914614710939,-10.317907670508623,2.097309176185421,5.772788117583907,0.13090088179912712,0.6302735067408598,0.7517998163969963,0.9246001386334084,1.2588000047689132,0.08526951153331286,0.07240576484701311,0.04078622586922352,0.0431891920053388,0.06557605182883254
TESS_18_19,All,2583.88,48.24218792952364,-11.523083235033614,3.4730401851197072,5.760933871856296,0.09204281226894816,0.6457374460147616,0.6658099991560071,0.8630831087086235,1.0004123555601172,0.02469574073884573,0.024730439442184782,0.023055914291821786,0.024176633511733603,0.06486763119977952
TESS_18_19,All,2685.7,37.63037097611217,-11.319255212016355,4.517745521338918,5.711737976491712,0.025498068703111193,0.6234019399443156,0.6997096029803735,1.1984958661155245,1.4478334554308958,0.021991380725144616,0.023455404202707975,0.027398784222059828,0.026596171583561395,0.05974571052881194
TESS_18_19,All,2694.56,39.117808927328326,-12.005443176580714,4.092241915407615,5.776365850489614,0.09890731700320135,0.862013709598429,0.7908159001481732,1.2073674646343178,1.616080912426563,0.036664788667275516,0.0303310881319927,0.020306694111145024,0.01922160751348992,0.051592210879539545
TESS_18_19,All,2707.08,87.41781868850912,-10.441321259825498,2.4202613712547016,5.600078953248799,0.1998108354350925,0.4137253101470808,0.50697681403358,0.7193397080148434,0.8907801698119244,0.059363354758729336,0.054388141131760825,0.027069817817679143,0.02757859391512199,0.06092297216255793
TESS_18_19,All,2985.24,74.81659234247056,-11.63680933086642,3.275502214678144,5.643585229330045,-0.012467620686229999,0.6603368880236111,0.6758674332950143,0.8530548053438292,0.9264212454667939,0.041388788171905944,0.037965380283860206,0.020466373950334005,0.020300904553672672,0.10524179039296983
TESS_18_19,All,3344.74,-15.42072365934909,-11.144984060406426,3.6775289950244954,5.790942264817646,-0.16010384680927803,1.068596305056241,1.2548779163084252,1.4556124469312124,1.6446856333334443,0.06578616153660288,0.05329612239745707,0.0380796561021563,0.040258857409686655,0.02349940291048329
TESS_18_19,All,3668.0,123.45688348832266,-10.938679555348862,3.1052651674649527,5.694267831130851,0.10657256318758107,0.4100782609317335,0.4547092771267245,0.7132493334203729,0.8927964163675446,0.03367005117099797,0.032474621080891275,0.021470528249823317,0.021095752184479982,0.06721788255038015
TESS_18_19,All,3712.63,132.30086990183543,-10.083703227875588,2.888876348228092,5.66632275539482,0.09870691683848157,0.350343712264797,0.42128595597345786,0.6310886145526204,0.7086334197637609,0.031295037763471534,0.02920597249130541,0.026589910164913452,0.026171103824056546,0.06905539090701487
TESS_18_19,All,3770.45,837.6490820533143,-10.983891234803346,2.9485873267827944,5.664783690498425,0.08123653219879892,0.15821354379427,0.1740699102006058,0.32439558723505435,0.35973292106933297,0.012596078940227962,0.012758121896677466,0.008462440629612919,0.00824062186946864,0.0551817108807648
TESS_18_19,All,3849.51,47.73350024030504,-10.802155687396915,3.2563651322875438,5.735294470179779,0.15047787758987297,0.46829051350206186,0.5726701263227625,1.0438992709260906,1.3819635255392773,0.04192749940979823,0.043839434500114294,0.024653113744544958,0.02477445645171561,0.03896888727898215
TESS_18_19,All,4007.84,57.35302983381898,-10.955769413607651,2.4626847351926413,5.777175515268323,0.01360085516486583,0.5181760453423365,0.6012457381718068,0.8363746528794052,1.2105887452525739,0.046488019340694464,0.049568814232456404,0.022479505497272664,0.023035065876505514,0.07888647886198936
TESS_18_19,All,4037.19,527.6993864998105,-11.046760391174066,3.353884250980245,5.706285872110334,0.03445152840700542,0.13057440114032026,0.13813105155649907,0.3772697112672492,0.47083552566707265,0.010317500403193236,0.010350032756791805,0.0068676807922515605,0.0068027348988996955,0.051898926637415625
TESS_18_19,All,4064.77,71.22124313904358,-10.81750373749017,3.7022896463949455,5.6990653242773295,-0.05798774741010877,0.42947785057344134,0.4972299542885388,1.0249500692053983,1.358708242823464,0.03409800819151254,0.033443513252986,0.024293232707334633,0.025469727144051053,0.07771682879571945
TESS_18_19,All,4094.64,796.2067872846641,-10.60577340515939,3.033883028448696,5.724333354759294,-0.04322437298413928,0.11791386247594104,0.12685731856624471,0.3581273764096049,0.4476834885211738,0.010672274736115206,0.011220662962049488,0.007531192485452129,0.007706341266723517,0.04999331176834367
TESS_18_19,All,4207.68,386.89270516081945,-10.86450928244803,3.3061774919048195,5.718152671137833,-0.03435683282538007,0.17793281437475983,0.19058312649122655,0.417523627829707,0.5437372755812082,0.011251015865419767,0.011604971451012247,0.010223837929649225,0.010183265541765261,0.055145978018651676
TESS_18_19,All,4233.6,717.0749312256041,-10.86062141722733,2.8248274303381047,5.7145157733060445,-0.07200257778214433,0.13285442341892484,0.14150614073815682,0.2539102170904135,0.2839942498552448,0.011079890158009142,0.010818620292231351,0.007307149098368021,0.007529468810417314,0.05832994851941605
TESS_18_19,All,4525.58,160.7194741534721,-10.461978479238379,3.186391026042298,5.703693361293807,-0.09267620564511206,0.2963753714836237,0.35640820089234104,0.823783591687353,1.2426358757104734,0.029984157623953678,0.029682657932464274,0.021955645411849634,0.02259214623678789,0.0676920080796658
TESS_18_19,All,4787.42,115.60831882877511,-9.93256632295732,2.3024959368285067,5.713601026222886,0.0042256982915779406,0.22517782248992724,0.2585400372106825,0.432796629126458,0.5024175942718392,0.023702230416534853,0.025040553600327087,0.01841752362835357,0.01817503022386263,0.0587350648661017
TESS_18_19,All,4828.73,773.8988812473485,-10.698879712784944,2.4187710548487953,5.727423056252003,0.029269941901505732,0.13136027511232484,0.14561644052152545,0.2988335182582218,0.3582507181535659,0.014979346608436472,0.014902763272760744,0.008397793605124423,0.0084966443237088,0.05013645371931506
TESS_18_19,All,4907.33,314.1365549483073,-11.046868471777447,3.206458938534098,5.7053858415412755,0.051973385352185784,0.25065473209777345,0.2795003499328086,0.5017308114311207,0.5592601945857121,0.019358165148103623,0.019756774285709433,0.01308380035315767,0.013027138808455248,0.05800692885272585
