Photometry,Sector,RV group,Likelihood,Log S0,Log Q,Log w0,Offset,Inc - S0,Inc + S0,Inc - Q,Inc + Q,Inc - w0,Inc + w0,Inc - Offset,Inc + Offset
TESS_18_19,Sector2,1566.7,-760.8933436607331,2.8369342614821904,1.9531167287424447,5.599617518458297,149.19235189112388,0.36960692051304855,0.41136565352422716,0.5737337096602468,0.7427626788485098,0.05363286681593937,0.05295704675384627,15.890041076147469,16.044719113261664
TESS_18_19,Sector2,1597.62,-400.0118878426205,2.075515148310794,3.5729739002592513,5.70272111781969,81.21276724364685,0.5467833380081157,0.5833403063791653,0.9881309448375095,1.3804576388069423,0.037605233856945475,0.033732707339751755,16.354672070748336,17.42328767527053
TESS_18_19,Sector2,2569.81,-309.65398409042155,3.4970962734716586,2.0939001143881044,5.772645662664145,130.1860365382167,0.6339193461475148,0.7535860732236337,0.905884368774893,1.270218385600956,0.08481457815652327,0.07108484656739478,41.195326211600644,41.97483908551973
TESS_18_19,Sector2,2583.88,-395.029271710343,2.2897369342435985,3.4857950905661186,5.760450332237441,92.20381222995366,0.6326129776549025,0.6355387121400087,0.8388208354508118,0.9795515804553254,0.024062348140717837,0.02369237857704487,22.33644770091749,23.280179244545252
TESS_18_19,Sector2,2685.7,-258.47033153040155,2.4507658276450828,4.620854830972039,5.710982734021975,25.69086151634857,0.5905514577552153,0.6076114112539219,1.0972581016847727,1.444287098167858,0.02066782948904411,0.021351746074657285,24.977477598578343,24.230446896813284
TESS_18_19,Sector2,2694.56,-238.24368446066867,1.8135177689567064,4.118552146116061,5.776755513681284,98.902980799922,0.8811591663311691,0.7851765444825167,1.2205126713136263,1.6312592115061673,0.036711936292109115,0.030298448926403765,20.286854879413184,18.938356798908018
TESS_18_19,Sector2,2707.08,-603.3572812160069,3.3576746198394316,2.4472921343448735,5.6010688841421,199.12348515467318,0.41004382216635005,0.46929772446430196,0.6893561641102686,0.8598535787905139,0.05692844125715446,0.053186026241276,25.812162480290795,26.67191619480053
TESS_18_19,Sector2,2985.24,-730.0888851237858,2.1507973397195874,3.2996934578391786,5.643909181340607,-12.753995232359145,0.6663082578794544,0.6448945748148667,0.8167523674207038,0.9219267034823666,0.03916893872194649,0.036743543391454025,20.232630544594628,19.39138580961182
TESS_18_19,Sector2,3344.74,-300.11739510645117,2.6528608985511353,3.7109116076787236,5.790266156420799,-160.2183821413644,1.0570522750764604,1.2387164878362977,1.4413367051127945,1.6461493599335482,0.06584207899104566,0.05198628764235913,36.9803750144325,39.63100934320232
TESS_18_19,Sector2,3668.0,-797.3991985528928,2.873645256081897,3.120696586485506,5.694176842104848,105.78412215827358,0.4114854571707247,0.45345636306320003,0.724876590190934,0.8988767702889433,0.033444898958024716,0.031921284113711756,21.09248158249177,21.063908652942175
TESS_18_19,Sector2,3712.63,-1075.1639435250968,3.7206743389634696,2.9246605262085192,5.666506443854217,98.80625987557055,0.35125805885289196,0.3784451176093384,0.5888296795381103,0.7056141598818195,0.029806002374315632,0.027979817118567674,25.27383645898135,24.85565139562972
TESS_18_19,Sector2,3770.45,-4309.517425436923,2.8269125078141544,2.9608001413124483,5.665174697919598,81.56192835684435,0.1546238352499767,0.1632301882201146,0.31195538460650685,0.35715542859567506,0.012195713033052336,0.012388520700102212,8.003512086903953,8.190278885408716
TESS_18_19,Sector2,3849.51,-327.57474126493526,2.9843703695516632,3.32188128795434,5.734926783039551,150.51406495485134,0.45091936928360354,0.5045328104264,0.9792405387347491,1.372162058987386,0.040776522621740696,0.040172550198668944,22.960601309466995,23.21186938835504
TESS_18_19,Sector2,4007.84,-535.4050237011553,2.8354980539773056,2.5132462564791327,5.776825024980337,14.25867682989525,0.5052978472597456,0.5493936157355428,0.7924325594103836,1.173606335648599,0.04537696109794176,0.045085900778460086,21.638661936066356,21.551068105121928
TESS_18_19,Sector2,4037.19,-3209.2917991220147,2.7664749716388917,3.3592287871699273,5.706018943616023,34.61989656844068,0.128767560665473,0.1330147617838553,0.3617084914967652,0.4563711265198971,0.01008686374536083,0.010283227874163359,6.754801443215165,6.748190025416179
TESS_18_19,Sector2,4064.77,-575.2782948259401,2.988018063009867,3.734536481866685,5.698290190860243,-58.457894150204865,0.4199068080767523,0.45409331852205526,0.9560909880043829,1.352880931203781,0.03279829311872007,0.03154686649064331,23.6136468128269,24.466766762804667
TESS_18_19,Sector2,4094.64,-4765.512324585374,3.204359039650482,3.0400806611966944,5.724386513882507,-43.310946087508576,0.11457821892877096,0.12133087560963052,0.3394470538380059,0.44197798284901957,0.010393875008094966,0.010714199873090635,7.254788078464948,7.362304523649961
TESS_18_19,Sector2,4207.68,-2307.104385171714,2.948198429298497,3.3069922707801944,5.718075498404024,-34.31570998343909,0.17654651009982025,0.18401036573684415,0.4109941473826866,0.5437315421490605,0.011066876710754237,0.011337270552956191,10.021479610560235,10.040213700540242
TESS_18_19,Sector2,4233.6,-4652.671558449194,2.9531744389084063,2.8315203283284935,5.714900628540665,-72.01943099506619,0.1315470116298254,0.1375909729089333,0.255166242483134,0.28164940707501573,0.010764152721469245,0.010771344018946749,7.403424801610015,7.17843664841449
TESS_18_19,Sector2,4525.58,-1053.4994670327308,3.339084065363334,3.2483427829494196,5.7029662612652405,-92.88083590115554,0.2918352452160047,0.32306347439192784,0.7805762087136459,1.23164830382427,0.028918705761904917,0.027881896214447366,21.036445761718056,20.90860553063891
TESS_18_19,Sector2,4787.42,-1301.4150990701633,3.867912589397416,2.326300918906819,5.712357996545913,4.053314661222261,0.22012957017307988,0.23283210046252112,0.39464791367137053,0.49174544619248195,0.023226019048788515,0.022547990965544606,17.001945649832873,17.225492121568564
TESS_18_19,Sector2,4828.73,-4163.273843727947,3.114063931340879,2.428456133726738,5.727320585090502,29.38124170947819,0.13078733941688458,0.1364004341706453,0.2868129491165883,0.35740685105553194,0.014660233813447832,0.014493374792569291,8.094247007853316,8.09516336990471
TESS_18_19,Sector2,4907.33,-1798.9963220131262,2.757253310536477,3.2262791540868525,5.704686333338469,52.12979194955474,0.24407108828220458,0.25796360050591804,0.47331003839574803,0.5568415102079269,0.018843583878275894,0.01830864388512321,12.415019510975185,12.458116515695451
TESS_18_19,Sector2,4922.58,-3130.1301771366298,2.751445376172935,2.995421934801861,5.767296794842103,64.328109213381,0.16581932132031607,0.1760816522292692,0.39997662071741136,0.5134617108999708,0.014284862615410177,0.014273132207341277,8.806567612491854,8.902215236068699
TESS_18_19,Sector3,544.4,-978.810462458074,2.5484451531696517,2.9470542982653596,5.730026444546207,-79.34307441175415,0.33360266641338443,0.3525641169602487,0.5389011910804546,0.6136249586165947,0.026669340190988322,0.026644860333694176,14.831499994145531,15.0598609195806
TESS_18_19,Sector3,780.71,-202.5765271704069,1.3382042485719772,4.554014103484066,5.671047077756761,-62.303852201425,1.0926189527604098,0.9636228358671739,1.3953913132710376,1.758876341943603,0.0331157064227785,0.027637407928732927,18.44389310822004,17.27028446673149
TESS_18_19,Sector3,799.71,-378.6599357976887,2.390177861608813,4.1794930157162264,5.572237006964819,-68.13613905112157,0.5450325854708444,0.5676361612661109,1.0585163803642215,1.4080001131349666,0.03430637758960664,0.0337361558119067,18.29191690742438,18.582682136560848
TESS_18_19,Sector3,829.66,-439.4325548670391,3.020570189508994,3.3797578528181784,5.688891712620482,-200.27792678570458,0.4416154864283137,0.47406870540292045,0.8266048028943165,1.254161132495664,0.02533846221983893,0.025032329284837118,24.919524207577837,25.059055292084082
TESS_18_19,Sector3,851.32,-771.6168442990266,3.5047317701692213,2.5645308701800436,5.630462347358012,-133.19885637293703,0.3277166690900657,0.3672158753567185,0.627667673688886,0.8180761183422773,0.04139581562638561,0.038138098377940466,22.859541415638574,22.975646001040843
TESS_18_19,Sector3,913.54,-349.996636665623,1.8660294178560113,4.352058654460206,5.679532300942844,-84.45502104179242,0.5360831492669988,0.5396311146134298,1.051822891468928,1.4254183421305262,0.021872949926509122,0.02118269465022493,14.504132032612105,14.861066751218274
