544.546717	-0.09387899999999999	0.009284
780.71507	-0.076519	0.014541
799.713507	-0.08142	0.009169
829.665935	-0.20730300000000002	0.011890000000000001
850.642609	-0.161012	0.009386
878.61311	-0.13563699999999998	0.009589
913.5408060000001	-0.095519	0.008251
1131.798794	-0.009008	0.01143
1170.702032	0.00813	0.01195
1519.796681	0.028993	0.010597
1566.694698	0.136451	0.007242
1597.626001	0.069328	0.01001
2569.811461	0.093987	0.021444
2582.833625	0.088285	0.019363
2685.703667	0.017844	0.014233
2694.567479	0.080022	0.01223
2707.082371	0.174182	0.010795
2773.496203	-0.10391700000000001	0.032438
2984.782332	-0.029952	0.02069
3042.1781539999997	-0.054832000000000006	0.039314999999999996
3344.747022	-0.179608	0.027804000000000002
3493.4990369999996	-0.116007	0.053877999999999995
3667.803332	0.09564099999999999	0.009474
3712.783104	0.104986	0.015747
3771.666434	0.06300499999999999	0.012612
3849.51445	0.134122	0.009275
4007.848813	-0.0015429999999999999	0.013446000000000001
4037.7719460000003	0.0075	0.013018
4064.765247	-0.09249199999999999	0.015045
4094.6922950000003	-0.051813	0.011043
4207.556452000001	-0.051751	0.009583
4235.501291	-0.101151	0.014238999999999998
4525.595354	-0.095946	0.009327
4788.128057	-0.031255	0.011144
4828.726748	0.007828	0.009442
