# Time Residus
2.201809379098745012e+03 7.063478481462953460e-07
2.201959379098744648e+03 1.101163716076969065e-06
2.202109379098745194e+03 2.169434580415288669e-07
2.202259379098744830e+03 5.229083609314544399e-07
2.202409379098745376e+03 7.101864903565532333e-07
2.202559379098745012e+03 -9.281483255214524562e-07
2.202709379098745558e+03 -1.353236933759882632e-06
2.202859379098745194e+03 -2.628834029894933950e-07
2.203009379098745740e+03 -4.900054036303279111e-07
2.203159379098745376e+03 8.983404108725350853e-07
2.203309379098745922e+03 2.684880945141648795e-08
2.203459379098745558e+03 8.016717266155513288e-08
2.203609379098746103e+03 6.739553114242226000e-07
2.203759379098745740e+03 4.158517154497200554e-07
2.203909379098746285e+03 -5.093689385477968799e-07
2.204059379098745922e+03 -4.461715679611095422e-07
2.204209379098746467e+03 -4.186440436846103532e-07
2.204359379098746103e+03 -9.727856382625834133e-07
2.204509379098746649e+03 -5.773568639525453854e-07
2.204659379098746285e+03 -8.954476830498243843e-07
2.204809379098746831e+03 -3.193912881959425603e-07
2.204959379098746467e+03 -2.988258093051110884e-07
2.205109379098747013e+03 -5.920796118200991626e-07
2.205259379098746649e+03 1.269133476973545569e-07
2.205409379098747195e+03 9.450824179111114620e-08
2.205559379098746831e+03 -6.990657973481182851e-08
2.205709379098747377e+03 -1.866089106284652518e-08
2.205859379098747013e+03 -2.062888728592981571e-07
2.206009379098747559e+03 -2.845563792005141876e-07
2.206159379098747195e+03 5.575742762076585270e-07
2.206309379098747740e+03 -4.875644406779858891e-07
2.206459379098747377e+03 -3.370572495882458019e-07
2.206609379098747922e+03 2.914895282451006895e-07
2.206759379098747559e+03 4.723528966052745383e-07
2.206909379098748104e+03 -4.398748243736625065e-07
2.207059379098747740e+03 1.189769938989313259e-07
2.207209379098748286e+03 3.209106153476857304e-07
2.207359379098747922e+03 3.934058909337989198e-07
2.207509379098748468e+03 -4.913068657556399782e-07
2.207659379098748104e+03 5.311229204722715958e-07
2.207809379098748650e+03 -4.027100519523354585e-07
2.207959379098748286e+03 7.660694908264544734e-08
2.208109379098748832e+03 1.542990139063798789e-07
2.208259379098748468e+03 -1.141174057102863589e-08
2.208409379098749014e+03 1.801750496885665322e-07
2.208559379098748650e+03 1.796392277163837674e-07
2.208709379098749196e+03 1.353821656683254899e-07
2.208859379098748832e+03 4.775199251561824427e-07
2.209009379098749378e+03 4.212126713737590573e-07
2.209159379098749014e+03 7.334417635462008560e-07
2.209309379098749559e+03 6.723321164690153103e-07
2.209459379098749196e+03 6.924233643350268120e-07
2.209609379098749741e+03 6.714765515353010103e-07
2.209759379098749378e+03 -7.173422096349877607e-08
2.209909379098749923e+03 3.214268351285991830e-07
2.210059379098749559e+03 -4.430289413299621483e-07
2.210209379098750105e+03 2.387111756863836449e-07
2.210359379098749741e+03 -3.400973350771492454e-07
2.210509379098750287e+03 8.047454033206831303e-07
2.210659379098749923e+03 5.272558249406159696e-07
2.210809379098750469e+03 2.341867477275552045e-07
2.210959379098750105e+03 -1.479531410345472546e-06
2.211109379098750651e+03 -1.306411050370996573e-06
2.211259379098750287e+03 -1.217375283767912448e-06
2.211409379098750833e+03 2.136200035381581949e-08
2.211559379098750469e+03 -4.202405510132121224e-07
2.211709379098751015e+03 1.165133796871204102e-07
2.211859379098750651e+03 -3.468381787536040046e-07
2.212009379098751197e+03 -7.051175230108917500e-07
2.212159379098750833e+03 -4.323894608594515314e-07
2.212309379098751378e+03 5.190591342327552562e-07
2.212459379098751015e+03 -4.173374105989305170e-07
2.212609379098751560e+03 2.956444828230266819e-07
2.212759379098751197e+03 -2.632633595793469430e-08
2.212909379098751742e+03 3.679394215570940081e-07
2.213059379098751378e+03 2.764507678291131647e-07
2.213209379098751924e+03 2.043246120816041007e-07
2.213359379098751560e+03 2.861330656352185775e-07
2.213509379098752106e+03 8.835463715702914662e-07
2.213659379098751742e+03 4.042568031940811802e-07
2.213809379098752288e+03 1.622311640040192553e-06
2.215459379098752834e+03 -1.367402832800099412e-07
2.215609379098753379e+03 4.674213313739907716e-07
2.215759379098753016e+03 5.469193251401222415e-07
2.215909379098753561e+03 9.397378685576189596e-07
2.216059379098753197e+03 -6.497750653994066114e-07
2.216209379098753743e+03 -7.056143085258801805e-08
2.216359379098753379e+03 -3.784718434546924630e-07
2.216509379098753925e+03 -4.418057090079437485e-07
2.216659379098753561e+03 -3.795072437459175880e-07
2.216809379098754107e+03 2.180197276828392518e-09
2.216959379098753743e+03 1.359508837132053911e-07
2.217109379098754289e+03 -3.156268749868082239e-07
2.217259379098753925e+03 -3.464624274182078629e-07
2.217409379098754471e+03 -8.265109998793094866e-07
2.217559379098754107e+03 -2.398112545795891472e-07
2.217709379098754653e+03 -3.450512351049966980e-08
2.217859379098754289e+03 -5.039318848208017051e-07
2.218009379098754835e+03 -7.070142099038264511e-07
2.218159379098754471e+03 -6.171817107751090842e-07
2.218309379098755016e+03 1.617137436748249639e-07
2.218459379098754653e+03 3.736495039372731486e-07
2.218609379098755198e+03 -1.132687066825640162e-07
2.218759379098754835e+03 3.963345059345126433e-07
2.218909379098755380e+03 2.533764666299451806e-07
2.219059379098755016e+03 3.415635572588825259e-07
2.219209379098755562e+03 7.199422158792405426e-07
2.219359379098755198e+03 1.003197469771436753e-06
2.219509379098755744e+03 8.670923519409839582e-07
2.219659379098755380e+03 9.424991973847360507e-07
2.219809379098755926e+03 6.077471935294764914e-07
2.219959379098755562e+03 8.261825194461264657e-07
2.220109379098756108e+03 1.529682671526418137e-06
2.220259379098755744e+03 1.567112723550302151e-06
2.220409379098756290e+03 1.653969694867221271e-06
2.220559379098755926e+03 2.065388797715898719e-07
2.220709379098756472e+03 1.224008794939343424e-06
2.220859379098756108e+03 1.554588177874008515e-06
2.221009379098756654e+03 -8.915353175935285402e-07
2.221159379098756290e+03 -2.218144435657183141e-06
2.221309379098756835e+03 -1.524533991815447438e-06
2.221459379098756472e+03 -3.002790831284970425e-06
2.221609379098757017e+03 -1.558538491285781886e-06
2.221759379098756654e+03 -1.049915498040425701e-06
2.221909379098757199e+03 -1.310364978687441770e-06
2.222059379098756835e+03 -1.825099268726521331e-06
2.222209379098757381e+03 -1.005483312643417845e-06
2.222359379098757017e+03 -8.420430453340314886e-07
2.222509379098757563e+03 -6.136150095218354643e-07
2.222659379098757199e+03 4.183624663932915793e-07
2.222809379098757745e+03 -2.207548585700483443e-08
2.222959379098757381e+03 4.700962053033402915e-07
2.223109379098757927e+03 4.196293926742548069e-08
2.223259379098757563e+03 2.804023679636724609e-07
2.223409379098758109e+03 3.059248435811746840e-07
2.223559379098757745e+03 -2.336876024993188864e-09
2.223709379098758291e+03 3.377622304942026083e-07
2.223859379098757927e+03 -7.699832441190981579e-08
2.224009379098758473e+03 2.460096555243649408e-07
2.224159379098758109e+03 -2.696871288931512303e-07
2.224309379098758654e+03 7.297225258105108980e-08
