# Time Residus
1.437992888476919461e+03 1.656383196446675754e-05
1.437994277384443876e+03 -2.348792005257838156e-05
1.437995666292084707e+03 -3.670713329517738543e-06
1.437997055199608440e+03 4.122222809366249408e-05
1.437998444107249952e+03 -4.436071627411664053e-05
1.437999833014891692e+03 4.865999179837210420e-05
1.438001221922531840e+03 -5.198077225698760628e-05
1.438002610830172898e+03 5.797048502276247461e-05
1.438003999737814183e+03 -5.255054410602255643e-05
1.438005388645455923e+03 6.591004305445125055e-05
1.438006777553096754e+03 -5.111162987736506125e-05
1.438008166460737129e+03 3.988390695264243391e-05
1.438009555368377960e+03 -4.411979693996759266e-05
1.438010944276135888e+03 5.696326495574499660e-05
1.438012333183776946e+03 -6.949398190614353155e-05
1.438013722091534191e+03 7.274293345971294400e-05
1.438015110999175022e+03 -1.348806868617380417e-05
1.438016499906933177e+03 -2.333995109582431837e-05
1.438017888814690878e+03 -1.131365939599504600e-06
1.438019277722447669e+03 1.568203782209565134e-05
1.438020666630204914e+03 2.660133003073994473e-05
1.438022055537962160e+03 -3.688364496201579357e-05
1.438023444445719406e+03 -6.240732348228306137e-06
1.438024833353477561e+03 3.913764603191705049e-05
1.438026222261234807e+03 -1.592436157382692841e-05
1.438027611168992053e+03 -1.493452363265923566e-05
1.438029000076866623e+03 2.290587730469084704e-05
1.438030388984623869e+03 -1.525085904807710335e-05
1.438031777892381115e+03 1.748603881379651170e-05
1.438033166800254776e+03 5.891901966537105295e-06
1.438034555708127982e+03 -1.592717133491738934e-05
1.438035944615886137e+03 3.380187053947381060e-05
1.438037333523760253e+03 -5.246902395117380991e-05
1.438038722431634142e+03 3.653646745505056970e-05
1.438040111339508030e+03 -2.172672300759792563e-05
1.438041500247380782e+03 1.233335623918030421e-05
1.438042889155255352e+03 4.615179253186774133e-05
1.438044278063129923e+03 -4.112413594081765211e-05
1.438045666971002674e+03 -5.674591522231153817e-07
1.438047055878876336e+03 -9.577476197342171815e-06
1.438048444786867321e+03 8.093656287622152945e-06
1.438049833694741892e+03 2.753948934741679011e-05
1.438051222602731968e+03 -3.685431577582498619e-05
1.438052611510604947e+03 3.733186488852346940e-05
1.438054000418595251e+03 -2.084037249572290307e-05
1.438055389326469367e+03 5.000900711316091929e-06
1.438056778234459443e+03 2.992954101066480632e-05
1.438058167142449747e+03 -5.937883241835528736e-05
1.438059556050440051e+03 3.996083526081051218e-05
1.438060944958430582e+03 3.866982468681001706e-06
1.438062333866421568e+03 1.517894014657628077e-05
1.438063722774411190e+03 -2.497551436264622282e-05
1.438065111682401266e+03 -2.643939373447867780e-05
1.438066500590391342e+03 5.519542315579606395e-05
1.438067889498381419e+03 -1.103277637692912094e-05
1.438069278406488820e+03 -1.465849318416090341e-05
1.438070667314478897e+03 -3.148471517455675439e-05
1.438072056222585388e+03 7.869554892070418362e-05
1.438073445130575465e+03 -4.924567291753056963e-05
1.438074834038681956e+03 1.535293934928905202e-05
1.438076222946672942e+03 -1.022261794536571955e-05
1.438077611854779434e+03 -1.277949242672882235e-05
1.438079000762885471e+03 2.130728983351648509e-05
1.438080389670992645e+03 1.627563034700685307e-05
1.438081778579099819e+03 -6.177361227033273394e-05
1.438083167487206310e+03 6.691423085158909601e-05
1.438084556395312802e+03 -1.734776267592330612e-05
1.438085945303418839e+03 -1.929875449002693699e-06
1.438087334211526240e+03 -3.239166057888986927e-05
1.438088723119633187e+03 6.841360160847465011e-05
1.438090112027739224e+03 -8.889793356114950029e-05
1.438091500935962131e+03 8.383164056313674450e-05
1.438092889844069532e+03 -1.769406614027246860e-05
1.438094278752293121e+03 -2.949661654516599896e-05
1.438095667660399840e+03 -1.201717848731131966e-05
1.438097056568621838e+03 4.619593208843308929e-05
1.438098445476728330e+03 -3.305687497434650624e-05
1.438099834384952146e+03 3.378318104985122972e-05
1.438101223293175053e+03 -2.189844715916322571e-05
1.438102612201397960e+03 -9.031217584443140822e-06
1.438104001109621095e+03 2.559301784610390484e-05
1.438105390017844684e+03 -4.911627726644773873e-05
1.438106778926068500e+03 6.136440556159250548e-05
1.438108167834290498e+03 -4.708675988229771292e-05
1.438109556742513632e+03 4.019268016675070498e-05
1.438110945650736767e+03 -3.143371185387877631e-05
1.438112334558959674e+03 3.119945555685177396e-05
1.438113723467299678e+03 -2.532572505398178464e-05
1.438115112375522813e+03 5.771686809596943135e-07
1.438116501283862135e+03 1.598196186913813932e-05
1.438117890192085042e+03 -1.141866945220115781e-06
1.438119279100424365e+03 -1.723098471206885307e-05
1.438120668008648181e+03 4.994817816239560671e-05
1.438122056916987503e+03 -5.598600509859608110e-05
1.438123445825326144e+03 -6.100324235758236568e-06
1.438124834733549733e+03 4.362904745169871035e-05
1.438126223641889965e+03 -1.695785830158058616e-05
1.438127612550229287e+03 -2.742901964003507942e-06
1.438129001458568609e+03 2.398860859642582000e-05
1.438130390366907477e+03 -1.900424738732198193e-05
1.438131779275247482e+03 -2.335337715386742730e-05
1.438133168183587486e+03 3.746420458783372709e-05
1.438134557092042769e+03 2.985077107187095180e-05
1.438135946000382091e+03 -9.272959314265971642e-05
1.438137334908722096e+03 7.576473456660792749e-05
1.438138723817062100e+03 -3.020185993030111149e-05
1.438140112725517838e+03 4.565827839630998142e-05
1.438141501633856706e+03 -3.679398901668129440e-05
1.438142890542312443e+03 -2.045627785718373559e-05
1.438144279450652675e+03 4.035912927213836099e-05
1.438145668359108413e+03 -2.548358294318653350e-05
1.438147057267564151e+03 2.002123862876459270e-05
1.438148446176019888e+03 -1.381988934689992732e-05
1.438149835084360120e+03 3.510884724766683007e-05
1.438151223992816540e+03 -4.886395985870262137e-05
1.438152612901271596e+03 3.070347288858243928e-05
1.438154001809727333e+03 -4.984496942639360384e-06
1.438155390718183298e+03 -1.299586361669380352e-05
1.438156779626639263e+03 -2.992242998045568925e-06
1.438158168535095456e+03 3.862298974000033525e-05
1.438159557443551194e+03 -5.016871933638533676e-05
1.438160946352123574e+03 6.577772622695654547e-05
1.438162335260579539e+03 -3.538698385341376706e-05
1.438163724169035277e+03 4.868162507110085357e-06
1.438165113077608112e+03 -1.034898094132152835e-05
1.438166501986064077e+03 8.436871219208441630e-06
1.438167890894518905e+03 2.770640657123735195e-06
1.438169279803091968e+03 2.063163074250695672e-05
1.438170668711665030e+03 -6.243127037008910918e-05
1.438172057620120768e+03 8.491047721859157349e-05
1.438173446528692921e+03 -5.505112065684603095e-05
1.438174835437264392e+03 1.475242040516189235e-05
1.438176224345720811e+03 -1.850957893179128178e-06
1.438177613254293874e+03 -2.319739206524396025e-05
1.438179002162865345e+03 4.197821391138667479e-05
1.438180391071437725e+03 -3.704956174743756492e-06
1.438181779980010333e+03 -2.022811397450752224e-05
1.438183168888583396e+03 -1.526509203042536456e-06
1.438184557797155549e+03 4.124554154039117293e-05
1.438185946705727247e+03 -2.998689113065111655e-05
1.438187335614415815e+03 -1.478528813314561319e-05
1.438188724522988650e+03 -6.971798270694051780e-06
1.438190113431561031e+03 6.216137935599608255e-05
1.438191502340133184e+03 -2.255228075909165852e-05
1.438192891248821752e+03 -6.199383979277328649e-06
1.438194280157394815e+03 -1.015061272802153525e-05
1.438195669066083838e+03 2.311690833645130283e-06
1.438197057974655536e+03 -1.007179455281281832e-06
1.438198446883344104e+03 2.318048721861032391e-07
1.438199835791916257e+03 2.080533249460003731e-05
1.438201224700604826e+03 -6.799238721599820678e-06
1.438202613609294303e+03 -4.177439027741591815e-05
1.438204002517866456e+03 9.750241247541424627e-05
1.438205391426555025e+03 -8.708252205558153491e-05
1.438206780335244503e+03 3.172544922280806645e-05
1.438208169243933071e+03 -3.976619544454607080e-05
1.438209558152621639e+03 6.899188754883045505e-05
1.438210947061310208e+03 -8.749671183139184905e-06
1.438212335969998321e+03 -3.416238400311133461e-05
1.438213724878687799e+03 8.204341388262648138e-06
1.438215113787376822e+03 2.702230423723417374e-05
1.438216502696065618e+03 -2.349932977963042902e-05
1.438217891604870829e+03 4.277291049126219491e-06
1.438219280513558488e+03 1.188907967319963177e-05
1.438220669422247965e+03 -5.038128251699802718e-06
1.438222058331053859e+03 7.299786140002595403e-06
1.438223447239741517e+03 -5.015431734278763543e-05
1.438224836148430086e+03 8.059631114187837397e-05
1.438226225057235979e+03 -3.587856090703223089e-05
1.438227613965925457e+03 -1.598344276432239752e-05
1.438229002874730440e+03 -1.197963957622061315e-05
1.438230391783534742e+03 4.906480854394157376e-05
1.438231780692223538e+03 -3.773691949582325122e-05
1.438233169601028976e+03 3.521987706411877639e-05
1.438234558509833960e+03 -3.330312717986227966e-05
1.438235947418522755e+03 -5.973512167356531677e-06
1.438237336327327967e+03 2.354579100449782914e-05
1.438238725236133405e+03 -1.071744653691197868e-06
1.438240114144939298e+03 -2.227975363977563461e-06
1.438241503053743827e+03 3.682316642050764699e-06
1.438242891962548811e+03 2.781183507938322919e-07
1.438244280871353794e+03 -3.619537533028349685e-06
1.438245669780158778e+03 1.964961376055285314e-06
1.438247058688964671e+03 1.524040775913171331e-06
1.438248447597886070e+03 -1.745502522176867188e-05
1.438249836506691054e+03 2.324875934711645442e-05
1.438251225415496947e+03 -1.292724456691818347e-05
1.438252614324301931e+03 2.441879407788505318e-06
1.438254003233223330e+03 -8.159582058686609685e-06
1.438255392142028313e+03 1.180071882767030900e-05
1.438256781050832842e+03 1.448301985296218675e-05
1.438258169959754923e+03 -3.699770082699060936e-05
1.438259558868560589e+03 3.028115117098550968e-06
1.438260947777481988e+03 3.274654007556776492e-05
1.438262336686286972e+03 -2.198887370585822509e-05
1.438263725595207916e+03 -1.091099339789458611e-05
1.438265114504130224e+03 4.252596073284209410e-05
1.438266503412935663e+03 -6.074333972239109869e-05
1.438267892321856607e+03 6.801897301889070491e-05
1.438269281230778006e+03 -6.541150194738776236e-05
1.438270670139700314e+03 5.826058240065989935e-05
1.438272059048622395e+03 -2.295455097767185038e-05
1.438273447957427607e+03 -1.137735857048571830e-05
1.438274836866348096e+03 -7.497470347339607599e-06
1.438276225775269495e+03 3.386697391516424460e-05
1.438277614684191803e+03 -1.940295288072046986e-05
1.438279003593113202e+03 4.495446843222339339e-06
1.438280392502151017e+03 3.123601521970442718e-05
1.438281781411072643e+03 -7.634888709984188893e-05
1.438283170319994724e+03 4.302147804247091756e-05
1.438284559228917033e+03 1.916352670283671955e-05
1.438285948137837522e+03 -1.034356982199113872e-05
1.438287337046759149e+03 1.046332496978941151e-05
1.438288725955797190e+03 -4.528217123067612704e-05
1.438290114864718589e+03 2.963611493811413311e-05
1.438291503773640670e+03 3.087308527716103868e-05
1.438292892682678712e+03 -5.852149305163312221e-05
1.438294281591600111e+03 6.525550174241168122e-05
1.438295670500638607e+03 -5.469369877830754234e-05
1.438297059409560234e+03 3.812023788651863754e-05
1.438298448318598048e+03 -1.780846565091476208e-05
1.438299837227635862e+03 1.842994886558368961e-05
1.438301226136556579e+03 -3.983421356235083977e-05
1.438302615045595076e+03 1.555196374725120734e-05
1.438304003954633799e+03 4.548099934553739843e-05
1.438305392863555198e+03 -4.839251246058218214e-05
1.438306781772593013e+03 8.335473690834760419e-06
1.438308170681630827e+03 1.833526415762065653e-05
1.438309559590669551e+03 -1.895220168890432433e-05
1.438310948499707365e+03 7.612555002367571433e-06
1.438312337408628309e+03 1.450331503793922394e-05
