Time LogS0 LogQ Logw0 Offset Inc-S0 Inc+S0 Inc-Q Inc+Q Inc-w0 Inc+w0 Inc-Offset Inc+Offset Likelihood
542.5601658 2.0501423482777397 3.8737462789790964 5.753265891794464 -64.64367244307067 0.4943573491300155 0.5375771781890495 1.0161738392393431 1.4197388236726827 0.030585327795941808 0.029650532927354867 16.71189622525597 16.721182249242126 -587.02341460949
544.55239425 -11.790605139617455 -1.4127510182593694 5.980817835856708 -184.70573476906424 12.42796005777549 13.4167082314922 6.078345327091626 7.459448933453669 0.6720965812282955 0.6910457489096009 66.14786183819734 69.5060181461361 -30.248683129223167
545.520343 -11.151309596869607 -1.5990372724194257 5.975771061032828 174.69443200824327 13.1041947522805 14.317369818414088 5.856119947211943 7.353935810491267 0.6643315227034732 0.688684408811473 66.85424105433769 65.47837605383339 -27.395587150908675
546.5361439859155 2.925630042893604 3.162231714379285 5.708669122649139 -97.81189550902427 0.4792860678682933 0.5321622075286769 0.9304849204714851 1.327346107624595 0.043733609511162896 0.044300269487495214 26.316633790338827 27.610100593543436 -428.3766610684735
780.7150648285715 1.3478290709582632 4.54821430703662 5.670305060045739 -62.05532830073543 1.0834168106315678 0.9674256283383809 1.3848337673284261 1.7468237817668788 0.03273474960043998 0.028177530355484315 18.60157554568419 17.790995921943832 -200.0131160799138
799.7134983384615 2.4025833277760844 4.22830038195817 5.572148421927617 -68.26005842545804 0.5626308869926544 0.5770286686597412 1.1139426395188639 1.4307526681780436 0.034480230084504626 0.03417355604931327 18.837120529632372 18.842559410548937 -382.2579473469477
829.6662701111111 3.0293882197363438 3.3665767868192398 5.688441508790605 -199.8270585974347 0.4415250589918771 0.46932623197717493 0.8320905588537424 1.3067514106008296 0.02544519090926034 0.025363223239931898 24.922306229869946 25.29894658429842 -439.42935616278317
847.6413810000001 2.6587990420353336 2.8122520875560006 5.57838181797226 -30.176511800975653 0.641870920838457 0.8120796946910351 1.128803774326622 1.4456733211789787 0.08377744188283565 0.07206330912662828 25.90835111694596 26.686068129170593 -296.52162383659055
853.6306160125001 2.6560612805382107 3.7970971915645375 5.676929550363335 -199.42673327154563 0.4129081997569575 0.45407001115997137 0.9679633278645619 1.3632643410557694 0.030836496844140804 0.02984643004450671 20.440784515612677 20.407087639657107 -464.63422705669166
878.6129950333332 3.8126016010260746 1.7489674633219274 5.559259968438427 -112.03358530664917 0.6466835406412232 0.8395097967952085 0.9285083494898237 1.3208978530872524 0.11684305426334252 0.10820289056306454 46.90875479971851 42.66862113780931 -179.98809896863872
913.5408063114754 1.8601797025917497 4.358133728438108 5.679471563168061 -84.33100098189053 0.5417699630703421 0.530415086145275 1.0307793043831808 1.413443631101912 0.021558569025004637 0.021350713815319722 14.841925375479391 14.66616381676883 -347.81788147763166
1131.739199111111 1.905922664631516 4.338637153097087 5.497264697688063 -32.053601393164975 1.4137224505843444 1.23417245267211 1.6197679067220254 2.041594030431214 0.04529547736092976 0.04900480310794553 26.2299466234277 26.8687573325597 -163.83778465331207
1131.858050037037 -1.4456910749168266 7.178688663676538 5.79057264148952 12.833872589931659 2.1370263268629466 2.0085911481675414 2.1943780168389075 1.9117898141855685 0.017005094367782192 0.01584800535252917 13.296188994598335 13.119245134330285 -151.97348473319042
1170.7020385272729 2.4251915881936665 2.974080106738805 5.61807669481525 17.81415386516711 0.5886225558767699 0.6701135065346246 0.9799243083856872 1.372041517164531 0.055226562721652606 0.050869507375431944 23.421255140276223 23.329943097132 -317.1295467940078
1519.79665805 2.942372797534695 2.989133488819223 5.765562427730742 36.71668256570979 0.48024774643105506 0.5338723137944825 0.9372969830685811 1.336220926795411 0.048884924004439334 0.0490255496262062 24.17883282937448 24.471098008026928 -363.50045874017496
1565.6765479538462 1.6284125025126546 2.4323579289133037 5.776753240105372 114.24729026378996 0.5905547587559046 0.6680328919295295 1.0570479033830964 1.4306715162626777 0.08841063972573959 0.09453220710131394 14.550317107646237 14.636545903213872 -374.2628118801444
1567.7160876666667 2.9099424793826465 2.5212719696128243 5.554325274052898 187.72617002053607 0.5166048228795508 0.5835245637287021 0.8808552404953405 1.3026059426639058 0.062493811497018825 0.057649939423554564 23.58345825845936 24.173308799269535 -383.0093125274468
1597.626749333333 2.0754706263054676 3.5622882703923207 5.703443555876507 81.6038350078317 0.5382886975609575 0.583930518223875 0.9849405545809282 1.406960538640809 0.0382428310513756 0.03428937080000782 16.390197072747398 17.20580391390544 -386.3895079900927
