Time Residus STD
7.997368410000000267e+02 -8.253662952379080764e+01 2.602358888556439709e+01
7.997381609999999910e+02 -1.329291807813568198e+02 2.654448977746201166e+01
7.997394339999999602e+02 -1.486124067659245895e+02 2.726657849784575660e+01
7.997406839999999875e+02 5.405577488662899555e+00 2.810760960316292056e+01
7.997420610000000352e+02 -1.355988707942835276e+02 2.884412220627404722e+01
7.997434040000000550e+02 2.248440794693688360e+01 2.901139475422628777e+01
7.997446189999999433e+02 -7.042311458461297491e+01 2.869097007906990271e+01
7.997459039999999959e+02 -9.794704280193818136e+01 2.832392448418771735e+01
7.997472119999999904e+02 -8.550793874997336275e+01 2.839783163425962798e+01
7.997485080000000153e+02 -5.485086264444650794e+01 2.900497916188712466e+01
7.997498160000000098e+02 9.005540941221269691e+00 2.977306712363007080e+01
7.997510429999999815e+02 -1.836135408210169544e+02 3.027095515014000426e+01
7.997524319999999989e+02 -1.297120200458136878e+02 3.074891465407140245e+01
7.997536700000000565e+02 -3.539924127284449185e+01 3.280418006113437457e+01
7.997550009999999929e+02 -7.981929672257562913e+01 3.991961596859002981e+01
8.296231229999999641e+02 -1.325411102372205789e+02 5.339972731181967447e+01
8.296248590000000149e+02 -1.937048577080289533e+02 4.067148732222454299e+01
8.296260160000000496e+02 -3.382616186710396278e+02 3.824831008044047564e+01
8.296272199999999657e+02 -1.833308559095560781e+02 3.696296613314590473e+01
8.296283889999999701e+02 -1.828998241229672317e+02 3.581781540902918692e+01
8.296295929999999998e+02 -2.376384289999433292e+02 3.467766120283244646e+01
8.296307729999999765e+02 -2.468516386181478310e+02 3.363175290826752928e+01
8.296319539999999506e+02 -1.544532918349039790e+02 3.282464568454197718e+01
8.296331109999999853e+02 -1.150495436725192917e+02 3.243959290468659873e+01
8.296343150000000151e+02 -2.649756142895734570e+02 3.237246612344006280e+01
8.296355069999999614e+02 -1.576882848044991761e+02 3.258161827813832900e+01
8.296367109999999911e+02 -2.528776389914726224e+02 3.300655365097941285e+01
8.296378560000000562e+02 -2.014766984549834206e+02 3.327232892939235853e+01
8.296390720000000556e+02 -2.308015630423292350e+02 3.311197046501837349e+01
8.296402520000000322e+02 -1.521088744537323691e+02 3.270248179984180581e+01
8.296413979999999810e+02 -2.024438405389188347e+02 3.245369235435241251e+01
8.296426020000000108e+02 -2.739660958022784598e+02 3.253665815050724319e+01
8.296437710000000152e+02 -1.442072102191614533e+02 3.274994532655286861e+01
8.296449509999999918e+02 -1.524696307811254599e+02 3.296701090064090067e+01
8.296461199999999963e+02 -2.045063539377834161e+02 3.308931963272228671e+01
8.296473009999999704e+02 -1.679421711709042029e+02 3.317714817693864404e+01
8.296484930000000304e+02 -2.341299048858776928e+02 3.344928592232380993e+01
8.296496849999999768e+02 -2.610211812241255416e+02 3.406147569261148078e+01
8.296508659999999509e+02 -2.151647789548929097e+02 3.503854355206793514e+01
8.296520229999999856e+02 -1.205558929202603053e+02 3.598737018599400983e+01
8.296532270000000153e+02 -1.461030302617497796e+02 3.671766451424250732e+01
8.296544069999999920e+02 -2.375602562318016453e+02 3.749889005910212347e+01
8.296555530000000545e+02 -2.818136087078740957e+02 3.875192637541169205e+01
8.296567800000000261e+02 -5.657376323033173549e+01 4.084453084672055212e+01
8.296579369999999471e+02 -2.649024672338326809e+02 4.381842123555554736e+01
8.296591290000000072e+02 -2.736796858730585882e+02 4.733037792690301870e+01
8.296603219999999510e+02 -1.750243178194633629e+02 4.991934492188614314e+01
8.296626830000000155e+02 -2.997970773540212122e+02 4.866885328251793652e+01
8.296638629999999921e+02 -1.384823522744508750e+02 4.639926473689040876e+01
8.296650439999999662e+02 -1.117313398509730575e+02 4.487898418976043047e+01
8.296661900000000287e+02 -2.390907359968061883e+02 4.423651604382495606e+01
8.296673929999999473e+02 -2.305520756176153441e+02 4.380561410098512454e+01
8.296685740000000351e+02 -1.769072738898709645e+02 4.294080382270680474e+01
8.296698010000000068e+02 -1.854298157013741957e+02 4.135894359222297112e+01
8.296708999999999605e+02 -1.349573552827954472e+02 3.991668052839962400e+01
8.296721039999999903e+02 -3.188362557961611969e+02 3.928381126320910255e+01
8.296732729999999947e+02 -1.074036509452826635e+02 3.976967823159938575e+01
8.296744650000000547e+02 -1.686660699030354920e+02 4.089233255047928139e+01
8.296756219999999757e+02 -2.828710040906361201e+02 4.201689982341077467e+01
8.296768260000000055e+02 -2.478215572348053684e+02 4.249664598636285007e+01
8.296780069999999796e+02 -7.698843160843455280e+01 4.184342462397029294e+01
8.296792219999999816e+02 -2.010461479023484799e+02 4.030532775386661370e+01
8.296803909999999860e+02 -1.940964011691659152e+02 3.902583029134287784e+01
8.296815709999999626e+02 -2.959223225096554870e+02 3.878530816804861558e+01
8.296826939999999695e+02 -2.114390453491594144e+02 3.964957769291336831e+01
8.296839089999999715e+02 -9.630952361154265873e+01 4.087916242771789399e+01
8.296851480000000265e+02 -2.329110563273433172e+02 4.166054094029581734e+01
8.296863049999999475e+02 -1.801687895440335012e+02 4.216927859521943134e+01
8.296875089999999773e+02 -2.752604106213743194e+02 4.296799160481973701e+01
8.296887010000000373e+02 -2.027574034712376942e+02 4.407510205988699425e+01
8.296898579999999583e+02 -2.675024434641347852e+02 4.517034779519383392e+01
8.296910500000000184e+02 -1.037247183248341571e+02 4.583989723966303131e+01
8.296922080000000506e+02 -9.315460676112195415e+01 4.585070882280618321e+01
8.296933880000000272e+02 -2.372510340161645672e+02 4.549630864980247225e+01
8.296945690000000013e+02 -1.901779574865127529e+02 4.520891074796010400e+01
8.296957260000000360e+02 -2.234149103533601988e+02 4.521976219600843194e+01
8.296968719999999848e+02 -1.759126449061860455e+02 4.531409264163475825e+01
8.296981110000000399e+02 -3.390368122296947604e+02 4.477349846897084973e+01
8.296992800000000443e+02 -1.305840356758370717e+02 4.360285011647296471e+01
8.297004719999999907e+02 -2.077590822918147069e+02 4.253811471370526220e+01
8.297016519999999673e+02 -1.762499745014290511e+02 4.222336359072814105e+01
8.297028330000000551e+02 -2.905495417709358890e+02 4.258396959070302046e+01
8.297040250000000015e+02 -1.780572183703831115e+02 4.261114285525168555e+01
8.297052049999999781e+02 -1.828220727528600378e+02 4.158463495674843102e+01
8.297063630000000103e+02 -1.309966716637748050e+02 4.075019813815500669e+01
8.297075780000000123e+02 -1.495147019495930181e+02 4.433871747648291972e+01
8.297087470000000167e+02 -3.413382982673612105e+02 5.624139875461520433e+01
8.476121829999999591e+02 -2.422717633249256153e+01 4.381201422569090198e+01
8.476133750000000191e+02 -5.562591013788901506e+01 3.535531476430924158e+01
8.476145780000000514e+02 -8.770321942592599385e+01 3.180229624328567439e+01
8.476157470000000558e+02 2.634724985201987124e+01 3.111797686815225461e+01
8.476169509999999718e+02 2.412313871316398206e+01 3.118739557768423509e+01
8.476181550000000016e+02 -7.275198051378376363e+01 3.122645918539326004e+01
8.476193120000000363e+02 2.001292437343656161e+01 3.113705914011090314e+01
8.476205390000000079e+02 -1.290615233331104719e+02 3.088034273819168973e+01
8.476217189999999846e+02 -9.266461015673340285e+01 3.050660123004329094e+01
8.476228999999999587e+02 9.349254785854702732e+01 3.011637755661861249e+01
8.476241149999999607e+02 -6.287316649102056232e+00 2.982000644459069250e+01
8.476252839999999651e+02 -1.222425775197139615e+02 2.969945814839367770e+01
8.476264760000000251e+02 -5.157996841687845091e+01 2.963939393706349179e+01
8.476276800000000549e+02 -6.767087511151419221e+01 2.956582557077218354e+01
8.476288610000000290e+02 1.532824240144044126e+01 2.956432134204024109e+01
8.476300529999999753e+02 -3.332630931308074906e+01 2.974755183626426813e+01
8.476312560000000076e+02 -6.436781873111092978e+01 3.012451732289867934e+01
8.476324369999999817e+02 8.102360200456132588e+01 3.058186180812260702e+01
8.476336290000000417e+02 -3.869231405424233827e+01 3.095005223929402405e+01
8.476348209999999881e+02 -8.836200034846794438e+01 3.102836085281193590e+01
8.476360130000000481e+02 -5.394873700668745897e+01 3.083956684656780922e+01
8.476371940000000222e+02 -4.124827820780293308e+01 3.056180991021541615e+01
8.476383970000000545e+02 6.028541632448266085e+01 3.036257598677597969e+01
8.476396009999999706e+02 -1.190832139030782741e+02 3.035820463086813348e+01
8.476407930000000306e+02 -2.310675594594864890e+01 3.055084779470715617e+01
8.476419849999999769e+02 2.168258944784835052e+01 3.080504280259766148e+01
8.476431780000000344e+02 -5.169672041530603934e+01 3.095582264612945522e+01
8.476443699999999808e+02 -4.383822317470430363e+01 3.086790411681582214e+01
8.476455620000000408e+02 -3.798965006976869319e+01 3.066901227700013521e+01
8.476467539999999872e+02 -3.361297791672340196e+01 3.051348088679131010e+01
8.476479229999999916e+02 -2.026246098955108010e+01 3.042155565214783053e+01
8.476491150000000516e+02 -8.914385934854047377e+01 3.032188708894391738e+01
8.476503300000000536e+02 -9.882674330611988012e+01 3.015835667891434113e+01
8.476514989999999443e+02 1.453255887189151281e+02 2.999799181463786724e+01
8.476527139999999463e+02 3.386983994384325314e+01 2.984249164309123614e+01
8.476538950000000341e+02 -9.987654399180678411e+01 2.977630336153223212e+01
8.476550869999999804e+02 -2.077171875047566374e+01 2.988716283285569020e+01
8.476562910000000102e+02 -3.990099833427070308e+01 3.011626406015211543e+01
8.476574709999999868e+02 -8.838967102645284513e+01 3.028610167140076115e+01
8.476586750000000166e+02 -7.132487710895395594e+01 3.025606683304803823e+01
8.476598669999999629e+02 -1.544926868808392584e+01 3.005325053527612766e+01
8.476610480000000507e+02 -2.534592251043239486e+01 2.988920091166014004e+01
