Time Residus STD
1.519818545000000086e+03 9.887427402796262754e+01 7.341981706470725177e-02
1.519819944999999962e+03 9.887665353376807786e+01 8.713984730246347732e-02
1.519821345999999949e+03 9.886640437225270261e+01 9.410758827838837381e-02
1.519822734000000082e+03 9.895009172016456489e+01 1.275793156418448260e-01
1.519824180999999953e+03 9.881670849895944286e+01 9.473686601579288380e-02
1.519825640000000021e+03 9.893208609211241367e+01 9.379857777274668018e-02
1.519827029000000039e+03 9.884666490831172325e+01 8.597925230898027793e-02
1.519828428999999915e+03 9.888734669907701402e+01 8.451282057662114211e-02
1.519829817999999932e+03 9.889436040294886254e+01 9.848801173053381430e-02
1.519831265000000030e+03 9.883281731778110668e+01 9.349749046167073196e-02
1.519832654000000048e+03 9.893209725914645958e+01 9.278043638983946018e-02
1.519834065999999893e+03 9.882546627773399450e+01 9.659607245987569812e-02
1.519835489000000052e+03 9.891350700546567509e+01 9.771724189540517691e-02
1.519836923999999954e+03 9.886160406768786402e+01 9.126918968515444763e-02
1.519838336999999910e+03 9.888001109538670619e+01 8.091680935495912386e-02
1.565633012999999892e+03 1.995808167779219957e+02 7.840743876375179389e-02
1.565634332000000086e+03 1.995798846981085717e+02 8.034608112495919552e-02
1.565635743999999931e+03 1.995809248435691359e+02 7.542043443476867393e-02
1.565637422000000015e+03 1.995802544502407727e+02 6.662267710926385311e-02
1.565639181000000008e+03 1.995825577830654822e+02 5.700214459089081309e-02
1.565640812999999980e+03 1.995734059210358282e+02 6.502736994867620857e-02
1.565642282999999907e+03 1.995935365800173997e+02 7.179627505404335974e-02
1.565643694999999980e+03 1.995676970871464846e+02 6.783531660214320302e-02
1.565645025999999916e+03 1.995936421130513736e+02 6.942088284333947090e-02
1.565646369000000050e+03 1.995692578687524872e+02 7.010659612105439586e-02
1.565647664999999961e+03 1.995896471542399411e+02 6.913820467230986921e-02
1.565648879999999963e+03 1.995690475828908177e+02 7.352641092118920862e-02
1.565649992000000111e+03 1.995948451353497433e+02 7.177175052820530810e-02
1.565651207000000113e+03 1.995648236027285520e+02 6.779401601853030090e-02
1.565652434000000085e+03 1.996021799220233106e+02 7.259436590507509224e-02
1.565653510000000097e+03 1.995610533162622744e+02 7.732209983094887051e-02
1.565654714000000013e+03 1.995854112668274070e+02 6.438181182678696934e-02
1.565655987000000096e+03 1.995798991665096764e+02 6.745795408799248882e-02
1.565657353000000057e+03 1.995802351516663578e+02 6.563444478946699190e-02
1.565658660000000054e+03 1.995825212436374727e+02 6.827387049693381393e-02
1.565660431000000017e+03 1.995774104209846769e+02 6.630303479571236780e-02
1.565661738999999898e+03 1.995828922640738767e+02 6.853288488233451325e-02
1.565663035000000036e+03 1.995804245219868847e+02 6.708891433623154210e-02
1.565664332000000059e+03 1.995793022556079563e+02 7.150828770611207530e-02
1.565665639999999939e+03 1.995840441362788056e+02 6.906166015449184681e-02
1.565666936000000078e+03 1.995734469094778376e+02 7.011855218404051959e-02
1.565668255000000045e+03 1.995883637911258859e+02 7.045061380776797277e-02
1.565669574999999895e+03 1.995775413003505037e+02 6.842512625775604151e-02
1.565670963999999913e+03 1.995778367028284208e+02 5.847637918178540117e-02
1.565672399000000041e+03 1.995900502280849480e+02 6.994197783906373755e-02
1.565673694999999952e+03 1.995723293829640284e+02 6.696007414781715572e-02
1.565675038000000086e+03 1.995836755742674598e+02 6.585991298522550497e-02
1.565676253000000088e+03 1.995807159190576670e+02 7.301237669765354987e-02
1.565677490999999918e+03 1.995800046303498902e+02 6.578292601577763465e-02
1.565678810999999996e+03 1.995806596881540997e+02 6.908071647294260209e-02
1.565680119000000104e+03 1.995817236768035059e+02 7.155337757122434694e-02
1.565681438000000071e+03 1.995771682801923816e+02 6.873578784391182195e-02
1.565682745999999952e+03 1.995861090841620182e+02 7.016158174549945448e-02
1.565684054000000060e+03 1.995761003299766401e+02 7.468828927667010842e-02
1.565685384999999997e+03 1.995807641759122646e+02 7.880370172974704435e-02
1.565687734000000091e+03 1.995843449619354431e+02 7.030329917273353546e-02
1.565689031000000114e+03 1.995738261080096549e+02 6.490546478689071530e-02
1.565690338000000111e+03 1.995918703512740535e+02 7.053533957693325362e-02
1.565691600000000108e+03 1.995678549397991901e+02 7.052443965337244769e-02
1.565692943000000014e+03 1.995925280382907943e+02 6.881083937527948668e-02
1.565694250000000011e+03 1.995682741251466155e+02 7.317413128570239567e-02
1.565695570000000089e+03 1.995887504927215730e+02 7.409092285316486171e-02
1.565696866000000000e+03 1.995792071247691695e+02 6.904663370186832350e-02
1.565698161999999911e+03 1.995782822495652340e+02 6.610313354641142447e-02
1.565699493000000075e+03 1.995849045089213973e+02 6.740396235091371258e-02
1.565700790000000097e+03 1.995734343753523206e+02 6.805377027778414245e-02
1.565702086000000008e+03 1.995879096997129238e+02 7.176920735620199998e-02
1.565703381999999920e+03 1.995800633238015678e+02 7.087145619862676715e-02
1.565704701999999997e+03 1.995762696902276616e+02 6.738122075643758480e-02
1.565706032999999934e+03 1.995837056110651417e+02 7.013897346916689313e-02
1.565707965999999942e+03 1.995809108348083214e+02 6.975597987274059775e-02
1.565709284999999909e+03 1.995807309547595594e+02 6.971286548908570135e-02
1.565710604000000103e+03 1.995746078379596042e+02 6.907554185038104755e-02
1.565711866000000100e+03 1.995916584594438632e+02 6.972693966531791354e-02
1.565713070000000016e+03 1.995737976321115070e+02 6.987650422956785679e-02
1.565714249999999993e+03 1.995745211886221568e+02 7.418857342536917809e-02
1.565715453999999909e+03 1.995971605899298140e+02 7.303088344298655499e-02
1.565716646000000082e+03 1.995633497589316505e+02 7.666315521612582229e-02
1.565717838000000029e+03 1.995867162301121311e+02 6.974695599754598963e-02
1.565719041999999945e+03 1.995796146335355559e+02 7.172141483065747058e-02
1.567675433999999996e+03 -1.226541404092772503e+01 7.626196858726330685e-02
1.567676615000000083e+03 -1.227541255441709822e+01 7.698059668035267533e-02
1.567677830000000085e+03 -1.224604272554917905e+01 7.707778543346961719e-02
1.567678975999999921e+03 -1.228942460399983361e+01 7.648244649997791578e-02
1.567680168000000094e+03 -1.226606162399028932e+01 7.893348307034157851e-02
1.567681360000000041e+03 -1.224550536637479858e+01 8.026316435554588236e-02
1.567682528999999931e+03 -1.228799234152776521e+01 7.926989528591402157e-02
1.567683721000000105e+03 -1.226377339993322124e+01 8.121491060843744059e-02
1.567684913000000051e+03 -1.224527640590316224e+01 8.267362682295649468e-02
1.567686081999999942e+03 -1.230532652900544477e+01 8.123883736438480829e-02
1.567687378000000081e+03 -1.222997405890373734e+01 7.721030014333474245e-02
1.567688662999999906e+03 -1.228966855588924467e+01 7.150397185594439819e-02
